../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_10.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_11.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_12.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_13.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_14.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_15.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_16.jpeg,-0.05,1,0,0
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_17.jpeg,-0.05,1,0,0.939399
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_18.jpeg,-0.05,1,0,2.905567
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_19.jpeg,-0.05,1,0,4.675502
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_110.jpeg,-0.05,1,0,6.098985
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_111.jpeg,-0.05,1,0,8.677366
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_112.jpeg,-0.05,1,0,10.522656
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_113.jpeg,-0.05,1,0,12.485932
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_114.jpeg,-0.05,1,0,15.890347
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_115.jpeg,-0.05,1,0,19.182144
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_116.jpeg,-0.05,1,0,21.976858
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_117.jpeg,-0.05,1,0,24.36582
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_118.jpeg,-0.05,1,0,27.220592
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_119.jpeg,0,1,0,29.207962
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_120.jpeg,0.05,1,0,30.927507
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_121.jpeg,0.05,-0.307212,0,32.365707
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_122.jpeg,0.1,0,1,33.890381
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_123.jpeg,0.15,0.078347,0,33.922691
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_124.jpeg,0.15,0,0.971048,34.259827
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_125.jpeg,0.2,0.136186,0,33.989235
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_126.jpeg,0.2,-0.606346,0,34.12534
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_127.jpeg,0.2,-0.518793,0,34.352951
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_128.jpeg,0.2,-0.175497,0,34.207352
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_129.jpeg,0.2,0.963189,0,33.984169
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_130.jpeg,0.2,-0.531381,0,34.181633
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_131.jpeg,0.2,-0.793785,0,34.383461
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_132.jpeg,0.2,0.30009,0,34.208389
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_133.jpeg,0.2,1,0,34.004436
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_134.jpeg,0.2,-0.439517,0,34.174641
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_135.jpeg,0.15,0,0.808268,34.371571
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_136.jpeg,0.15,0.162344,0,33.989658
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_137.jpeg,0.15,-0.432519,0,34.084736
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_138.jpeg,0.15,-0.469921,0,34.305817
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_139.jpeg,0.1,0.019104,0,34.096764
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_140.jpeg,0.1,0.368362,0,34.053642
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_141.jpeg,0.1,-0.375632,0,34.138477
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_142.jpeg,0.1,-0.526923,0,34.23848
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_143.jpeg,0.1,-0.255262,0,34.160572
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_144.jpeg,0.1,-0.355106,0,34.28175
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_145.jpeg,0.1,0.126349,0,34.029938
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_146.jpeg,0.1,-0.27334,0,34.054897
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_147.jpeg,0.1,-0.215474,0,34.106697
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_148.jpeg,0.1,-0.429415,0,34.283939
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_149.jpeg,0.1,0.13883,0,34.024353
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_150.jpeg,0.1,0.535362,0,33.936394
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_151.jpeg,0.15,-0.23657,0,34.139324
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_152.jpeg,0.15,-0.260235,0,34.218254
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_153.jpeg,0.15,0.30547,0,33.92062
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_154.jpeg,0.15,-0.013766,0,34.023548
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_155.jpeg,0.15,-0.221637,0,34.140343
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_156.jpeg,0.15,0.402908,0,33.848255
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_157.jpeg,0.15,-0.031957,0,34.005714
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_158.jpeg,0.15,-0.167293,0,34.101879
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_159.jpeg,0.15,0.084262,0,34.057926
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_160.jpeg,0.15,0.005337,0,34.025642
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_161.jpeg,0.15,-0.061,0,34.063084
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_162.jpeg,0.15,-0.262881,0,34.169189
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_163.jpeg,0.15,0.39913,0,33.85582
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_164.jpeg,0.15,-0.018183,0,34.122112
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_165.jpeg,0.15,0.094852,0,34.076065
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_166.jpeg,0.1,0.017362,0,34.029545
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_167.jpeg,0.1,-0.479514,0,34.181709
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_168.jpeg,0.1,0.280462,0,33.917831
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_169.jpeg,0.1,-0.254751,0,34.073013
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_170.jpeg,0.1,0.13668,0,34.047161
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_171.jpeg,0.1,-0.104699,0,34.122009
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_172.jpeg,0.05,0.084689,0,34.064205
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_173.jpeg,0.05,0.661382,0,34.020195
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_174.jpeg,0.05,-0.214241,0,34.12254
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_175.jpeg,0.05,0.094396,0,34.057533
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_176.jpeg,0.05,0.025883,0,34.014248
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_177.jpeg,0.1,-0.107329,0,34.07159
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_178.jpeg,0.1,-0.229878,0,34.147057
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_179.jpeg,0.1,0.497036,0,33.787117
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_180.jpeg,0.1,-0.144448,0,34.065174
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_181.jpeg,0.1,-0.201745,0,34.141411
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_182.jpeg,0.1,0.133776,0,34.056919
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_183.jpeg,0.1,0.071972,0,33.993748
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_184.jpeg,0.1,-0.128313,0,34.119678
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_185.jpeg,0.1,-0.114668,0,34.127304
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_186.jpeg,0.1,0.142233,0,34.046097
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_187.jpeg,0.1,0.097096,0,34.087429
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_188.jpeg,0.1,0.064973,0,34.115078
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_189.jpeg,0.1,0.052257,0,34.129005
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_190.jpeg,0.1,0.044496,0,34.137409
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_191.jpeg,0.05,0.03966,0,34.142662
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_192.jpeg,0.05,0.035838,0,34.14629
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_193.jpeg,0.05,0.033162,0,34.148853
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_194.jpeg,0.05,0.030655,0,34.150913
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_195.jpeg,0.05,0.027827,0,34.15287
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_196.jpeg,0.05,0.025264,0,34.154873
../../../../../../Users/crist/Documents/Unreal Projects/Self Driving Car/Saved/ScreenShots/CameraView_197.jpeg,0.05,0.018631,0,34.157017
